case,title,where,item id,label,file to save as (in public),what the photo should show
SCI-5.8C-CL,Where does the light go?,venn,roadV,A dark asphalt road gets hot on a summer afternoon.,/lab/sci-5.8c-cl-roadv.jpg,"Photo of a dark asphalt road in bright summer sunlight, no cars, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,flash,A flashlight changes the chemical energy in its batteries into a bright beam.,/lab/sci-5.8a-cl-flash.jpg,"Photo of a flashlight shining a beam in a dark room, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,desklamp,A desk lamp shines on a notebook while a student does homework.,/lab/sci-5.8a-cl-desklamp.jpg,"Photo of a desk lamp lit up over an open notebook, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,string,A string of holiday lights glows along the edge of a roof.,/lab/sci-5.8a-cl-string.jpg,"Photo of colorful holiday string lights along a roof at dusk, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,fan,A ceiling fan turns slowly above a living room on a hot day.,/lab/sci-5.8a-cl-fan.jpg,"Photo of a ceiling fan with its blades spinning in a living room, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,toothbrush,An electric toothbrush wiggles its bristles back and forth.,/lab/sci-5.8a-cl-toothbrush.jpg,"Photo of an electric toothbrush standing in its charger, no text."
SCI-5.8A-CL,Where does the energy end up?,page 1,blender,A blender spins its blades to mix a fruit smoothie.,/lab/sci-5.8a-cl-blender.jpg,"Photo of a blender filled with a pink fruit smoothie on a kitchen counter, no text."
SCI-5.8A-CL,Where does the energy end up?,page 2,projector,A projector shines a movie onto a big classroom screen.,/lab/sci-5.8a-cl-projector.jpg,"Photo of a classroom projector shining a beam toward a blank screen, no text."
SCI-5.8A-CL,Where does the energy end up?,page 2,exit,An exit sign glows above a doorway all night long.,/lab/sci-5.8a-cl-exit.jpg,"Photo of a glowing exit sign above a door, with the letters blurred so no text is readable."
SCI-5.8A-CL,Where does the energy end up?,page 2,washer,A washing machine spins its drum to wash a load of clothes.,/lab/sci-5.8a-cl-washer.jpg,"Photo of a front-loading washing machine with clothes inside, no text."
SCI-5.8A-CL,Where does the energy end up?,page 2,elevator,An elevator carries people from the first floor to the fifth.,/lab/sci-5.8a-cl-elevator.jpg,"Photo of an open elevator door in a building lobby, no people, no text."
SCI-5.8A-CL,Where does the energy end up?,page 2,toaster,A toaster browns two slices of bread for breakfast.,/lab/sci-5.8a-cl-toaster.jpg,"Photo looking down into a toaster with its wires glowing orange, no text."
SCI-5.8A-CL,Where does the energy end up?,page 2,speaker,A speaker plays music loudly at a backyard party.,/lab/sci-5.8a-cl-speaker.jpg,"Photo of a portable speaker on a backyard table, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,flashV,A flashlight lights a trail during a camping trip.,/lab/sci-5.8a-cl-flashv.jpg,"Photo of a flashlight beam shining on a dark forest trail, no people, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,streetV,A streetlight glows above a sidewalk at night.,/lab/sci-5.8a-cl-streetv.jpg,"Photo of a streetlight glowing above an empty sidewalk at night, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,candleV,A candle,/lab/sci-5.8a-cl-candlev.jpg,"Photo of a lit candle on a table in a dim room, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,glowV,A glow stick,/lab/sci-5.8a-cl-glowv.jpg,"Photo of a bent green glow stick glowing in the dark, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,fanV,An electric fan,/lab/sci-5.8a-cl-fanv.jpg,"Photo of an electric desk fan with its blades spinning, no text."
SCI-5.8A-CL,Where does the energy end up?,venn,windupV,A wind-up toy car,/lab/sci-5.8a-cl-windupv.jpg,"Photo of a small wind-up toy car with its metal key on a table, no text."
SCI-5.10C-CL,What built this landform?,page 1,grand,The Grand Canyon cuts more than a mile deep into Arizona rock.,/lab/sci-5.10c-cl-grand.jpg,"Photo of the Grand Canyon's layered red rock walls from the rim, no people, no text."
SCI-5.10C-CL,What built this landform?,page 1,paloduro,Palo Duro Canyon stretches across the Texas Panhandle with tall red cliffs.,/lab/sci-5.10c-cl-paloduro.jpg,"Photo of the red and orange cliffs of Palo Duro Canyon in Texas, no people, no text."
SCI-5.10C-CL,What built this landform?,page 1,delta,The Mississippi River delta spreads into the Gulf of Mexico like a bird's foot.,/lab/sci-5.10c-cl-delta.jpg,"Satellite-style photo of the Mississippi River delta fanning into the Gulf of Mexico, no labels, no text."
SCI-5.10C-CL,What built this landform?,page 1,whitesands,The White Sands dunes in New Mexico are made of bright white grains.,/lab/sci-5.10c-cl-whitesands.jpg,"Photo of rolling white sand dunes at White Sands, New Mexico, under a blue sky, no people, no text."
SCI-5.10C-CL,What built this landform?,page 1,padre,Tall sand dunes line the beach on Padre Island in Texas.,/lab/sci-5.10c-cl-padre.jpg,"Photo of grassy sand dunes beside the beach on Padre Island, Texas, no people, no text."
SCI-5.10C-CL,What built this landform?,page 1,greatsand,Great Sand Dunes in Colorado holds the tallest dunes in North America.,/lab/sci-5.10c-cl-greatsand.jpg,"Photo of the tall dunes of Great Sand Dunes National Park with mountains behind, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,santaelena,"Santa Elena Canyon has cliffs about 1,500 feet tall in Big Bend National Park.",/lab/sci-5.10c-cl-santaelena.jpg,"Photo of the tall, narrow walls of Santa Elena Canyon in Big Bend, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,horseshoe,Horseshoe Bend is a deep curve in the red rock of northern Arizona.,/lab/sci-5.10c-cl-horseshoe.jpg,"Photo of Horseshoe Bend in Arizona from the overlook, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,monahans,The Monahans Sandhills rise from the flat land of West Texas.,/lab/sci-5.10c-cl-monahans.jpg,"Photo of the rolling sand hills at Monahans Sandhills State Park, Texas, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,indiana,Sand dunes rise along the shore of Lake Michigan in Indiana.,/lab/sci-5.10c-cl-indiana.jpg,"Photo of sand dunes beside Lake Michigan at Indiana Dunes, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,yosemite,"Yosemite Valley in California has a wide, U-shaped floor between granite cliffs.",/lab/sci-5.10c-cl-yosemite.jpg,"Photo of Yosemite Valley showing its U shape between granite cliffs, no people, no text."
SCI-5.10C-CL,What built this landform?,page 2,greatlakes,The giant basins that hold the Great Lakes were scooped out long ago.,/lab/sci-5.10c-cl-greatlakes.jpg,"Photo of a Great Lakes shoreline stretching to the horizon, no people, no text."
SCI-5.10C-CL,What built this landform?,venn,nileV,The Nile River delta fans out where Egypt meets the Mediterranean Sea.,/lab/sci-5.10c-cl-nilev.jpg,"Satellite-style photo of the green, fan-shaped Nile delta surrounded by desert, no labels, no text."
SCI-5.10C-CL,What built this landform?,venn,beachV,A sandy beach builds up as waves carry sand onto the shore.,/lab/sci-5.10c-cl-beachv.jpg,"Photo of waves washing sand onto a wide beach, no people, no text."
SCI-5.10C-CL,What built this landform?,venn,deathV,Sand dunes pile up on the floor of Death Valley.,/lab/sci-5.10c-cl-deathv.jpg,"Photo of the Mesquite Flat sand dunes in Death Valley, no people, no text."
SCI-5.10C-CL,What built this landform?,venn,moraineV,A long ridge of rocks is left behind where a glacier melted.,/lab/sci-5.10c-cl-morainev.jpg,"Photo of a long, rocky moraine ridge at the end of a mountain glacier, no people, no text."
SCI-5.10C-CL,What built this landform?,venn,gunnisonV,"The Black Canyon of the Gunnison has steep, dark walls in Colorado.",/lab/sci-5.10c-cl-gunnisonv.jpg,"Photo of the steep, dark walls of the Black Canyon of the Gunnison with a river far below, no text."
SCI-5.10C-CL,What built this landform?,venn,glacierV,A U-shaped valley curves between the peaks of Glacier National Park.,/lab/sci-5.10c-cl-glacierv.jpg,"Photo of a wide, U-shaped mountain valley in Glacier National Park, no people, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,mushroom,Mushrooms grow on a fallen log and gradually break it down.,/lab/sci-5.12a-cl-mushroom.jpg,"Photo of mushrooms growing on a mossy fallen log in a forest, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,millipede,"A millipede munches on dry, brown leaves on the forest floor.",/lab/sci-5.12a-cl-millipede.jpg,"Photo of a millipede crawling over dry brown leaf litter, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,bee,A honeybee sips nectar from a flower in a meadow.,/lab/sci-5.12a-cl-bee.jpg,"Close-up photo of a honeybee on a flower, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,lizard,A lizard lies on a sunny rock to warm its body.,/lab/sci-5.12a-cl-lizard.jpg,"Photo of a lizard resting on a sunlit rock, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,cactus,A cactus soaks up rainwater quickly through its shallow roots.,/lab/sci-5.12a-cl-cactus.jpg,"Photo of a cactus in the desert with wet sand around it after a rain, no text."
SCI-5.12A-CL,What is it interacting with?,page 1,seedling,A bean seedling bends toward the sunlight coming through a window.,/lab/sci-5.12a-cl-seedling.jpg,"Photo of a young bean plant in a pot, leaning toward a bright window, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,beetle,A beetle lays its eggs inside a rotting tree stump.,/lab/sci-5.12a-cl-beetle.jpg,"Photo of a beetle on a crumbling, rotting tree stump, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,owl,A barn owl swoops down and catches a mouse in a field.,/lab/sci-5.12a-cl-owl.jpg,"Photo of a barn owl flying low over a grassy field, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,fox,An arctic fox grows a thick white coat as the days get shorter and colder each fall.,/lab/sci-5.12a-cl-fox.jpg,"Photo of an arctic fox in its thick white winter coat standing on snow, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,bird,A sparrow drinks from a puddle after a spring storm.,/lab/sci-5.12a-cl-bird.jpg,"Photo of a small sparrow drinking from a rain puddle, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,sand,Wind blows loose sand into a tall dune in the desert.,/lab/sci-5.12a-cl-sand.jpg,"Photo of wind blowing sand off the top of a desert dune, no people, no text."
SCI-5.12A-CL,What is it interacting with?,page 2,ice,Water freezes inside a crack and splits a boulder on a cold night.,/lab/sci-5.12a-cl-ice.jpg,"Photo of a large boulder split by a crack, with frost in the crack, no text."
SCI-5.12A-CL,What is it interacting with?,venn,insectsV,The insects a pond frog catches to eat,/lab/sci-5.12a-cl-insectsv.jpg,"Photo of a frog on a lily pad catching a fly with its tongue, no text."
SCI-5.12A-CL,What is it interacting with?,venn,heronV,A heron that hunts for frogs,/lab/sci-5.12a-cl-heronv.jpg,"Photo of a great blue heron standing in shallow pond water, no text."
SCI-5.12A-CL,What is it interacting with?,venn,turtleV,A snapping turtle that lives in the same pond,/lab/sci-5.12a-cl-turtlev.jpg,"Photo of a snapping turtle resting at the edge of a pond, no text."
SCI-5.12A-CL,What is it interacting with?,venn,waterV,The pond water,/lab/sci-5.12a-cl-waterv.jpg,"Photo of calm, clear pond water with reeds at the edge, no animals, no text."
SCI-5.12A-CL,What is it interacting with?,venn,oxygenV,Oxygen in the air above the pond,/lab/sci-5.12a-cl-oxygenv.jpg,"Photo of a sunny sky over a pond, no animals, no text."
SCI-5.12A-CL,What is it interacting with?,venn,bottleV,A metal can at the bottom of the pond,/lab/sci-5.12a-cl-bottlev.jpg,"Photo of a plain metal can on a pond bottom, no label, no text."
SCI-5.13B-CL,Born knowing it?,page 1,hatchling,Sea turtle hatchlings crawl straight toward the ocean right after they hatch.,/lab/sci-5.13b-cl-hatchling.jpg,"Photo of tiny sea turtle hatchlings crawling across sand toward the waves, no people, no text."
SCI-5.13B-CL,Born knowing it?,page 1,web,"A young garden spider spins a detailed, circular web the first time it tries.",/lab/sci-5.13b-cl-web.jpg,"Photo of a round orb spider web with dew on it and a spider in the center, no text."
SCI-5.13B-CL,Born knowing it?,page 1,monarch,Monarch butterflies fly thousands of miles to Mexico for the winter.,/lab/sci-5.13b-cl-monarch.jpg,"Photo of many monarch butterflies clustered on a tree branch, no text."
SCI-5.13B-CL,Born knowing it?,page 1,orca,A pod of orcas works together as a team to hunt seals.,/lab/sci-5.13b-cl-orca.jpg,"Photo of several orcas swimming together at the surface, no text."
SCI-5.13B-CL,Born knowing it?,page 1,chimp,A chimp pokes a thin stick into a nest of termites and pulls them out to eat.,/lab/sci-5.13b-cl-chimp.jpg,"Photo of a chimp holding a thin stick near a tall termite nest, no text."
SCI-5.13B-CL,Born knowing it?,page 1,sparrow,A young white-crowned sparrow sings the same local song as the adults nearby.,/lab/sci-5.13b-cl-sparrow.jpg,"Photo of a white-crowned sparrow singing on a branch, no text."
SCI-5.13B-CL,Born knowing it?,page 2,joey,A newborn kangaroo crawls into its mother's pouch on its own.,/lab/sci-5.13b-cl-joey.jpg,"Photo of a young kangaroo joey peeking out of its mother's pouch, no text."
SCI-5.13B-CL,Born knowing it?,page 2,foal,A newborn foal stands up and finds its mother's milk within hours.,/lab/sci-5.13b-cl-foal.jpg,"Photo of a newborn foal standing beside its mother in a field, no text."
SCI-5.13B-CL,Born knowing it?,page 2,dog,"A dog sits as soon as its owner says, ""Sit.""",/lab/sci-5.13b-cl-dog.jpg,"Photo of a dog sitting and looking up, with a person's hand held out, no text."
SCI-5.13B-CL,Born knowing it?,page 2,horse,A horse comes running when it hears its feed bucket rattle.,/lab/sci-5.13b-cl-horse.jpg,"Photo of a horse trotting across a pasture toward a fence, no people, no text."
SCI-5.13B-CL,Born knowing it?,page 2,webbed,"A duck's wide, webbed feet",/lab/sci-5.13b-cl-webbed.jpg,"Close-up photo of a duck's orange webbed feet, no text."
SCI-5.13B-CL,Born knowing it?,page 2,shell,"A box turtle's hard, domed shell",/lab/sci-5.13b-cl-shell.jpg,"Close-up photo of a box turtle with its patterned, domed shell, no text."
SCI-5.13B-CL,Born knowing it?,venn,robinV,A newly hatched robin opens its mouth wide when a parent lands on the nest.,/lab/sci-5.13b-cl-robinv.jpg,"Photo of baby robins in a nest with their mouths wide open, no text."
SCI-5.13B-CL,Born knowing it?,venn,puppyV,A newborn puppy crawls to its mother to nurse.,/lab/sci-5.13b-cl-puppyv.jpg,"Photo of a newborn puppy nursing beside its mother, no text."
SCI-5.13B-CL,Born knowing it?,venn,fawnV,A newborn deer lies perfectly still in tall grass when danger is near.,/lab/sci-5.13b-cl-fawnv.jpg,"Photo of a spotted newborn deer lying still in tall grass, no text."
SCI-5.13B-CL,Born knowing it?,venn,turtleV,A sea turtle hatchling heads for the waves at night.,/lab/sci-5.13b-cl-turtlev.jpg,"Photo of a single sea turtle hatchling on wet sand near the waves, no text."
SCI-5.13B-CL,Born knowing it?,venn,chimpV,"A chimp cracks nuts open with a stone, the way older chimps in its group do.",/lab/sci-5.13b-cl-chimpv.jpg,"Photo of a chimp using a stone to crack a nut on a rock, no text."
SCI-5.13B-CL,Born knowing it?,venn,parrotV,A parrot says its owner's name to get attention.,/lab/sci-5.13b-cl-parrotv.jpg,"Photo of a colorful parrot perched on a wooden stand, no text."
SS-5.7A-CL,"City, country, or in between?",page 1,ranch,"Cattle graze on a ranch, and the nearest neighbor lives two miles away.",/lab/ss-5.7a-cl-ranch.jpg,"Photo of cattle grazing in a wide grassy pasture with one distant ranch house. No people, no text."
SS-5.7A-CL,"City, country, or in between?",page 1,smalltown,A small town of 600 people is surrounded by cotton fields.,/lab/ss-5.7a-cl-smalltown.jpg,"Photo of a tiny town's main street with a few low shops and open fields behind it. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 1,drive,A family drives forty minutes to reach the nearest grocery store.,/lab/ss-5.7a-cl-drive.jpg,"Photo of a pickup truck on a long, empty two-lane country road between fields. No text."
SS-5.7A-CL,"City, country, or in between?",page 1,towers,Apartment towers and office buildings stand close together downtown.,/lab/ss-5.7a-cl-towers.jpg,"Photo of a crowded downtown skyline with tall apartment and office buildings. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 1,subway,Thousands of people ride a subway train to work each morning.,/lab/ss-5.7a-cl-subway.jpg,"Photo of a crowded city subway platform as a train arrives. Faces not the focus, no readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 1,garden,Neighbors grow vegetables in a community garden between tall buildings.,/lab/ss-5.7a-cl-garden.jpg,"Photo of raised vegetable beds in a small garden surrounded by tall city buildings. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 2,wheat,A family grows wheat on hundreds of acres of land.,/lab/ss-5.7a-cl-wheat.jpg,Photo of a wide golden wheat field with one farmhouse and a highway far in the distance. No text.
SS-5.7A-CL,"City, country, or in between?",page 2,forest,A few cabins are scattered through a thick pine forest.,/lab/ss-5.7a-cl-forest.jpg,"Photo of two small wooden cabins far apart in a pine forest. No people, no text."
SS-5.7A-CL,"City, country, or in between?",page 2,rush,"Buses, taxis and crowds fill the streets of downtown at rush hour.",/lab/ss-5.7a-cl-rush.jpg,"Photo of a busy downtown street at rush hour with buses and taxis between tall buildings. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 2,blocks,"Restaurants, offices and apartments share the same crowded city block.",/lab/ss-5.7a-cl-blocks.jpg,"Photo of a city block with shops on the ground floor and apartments above. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 2,mall,A large mall sits beside neighborhoods of houses just outside a city.,/lab/ss-5.7a-cl-mall.jpg,"Photo of a big shopping mall parking lot next to rows of houses with yards. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",page 2,commute,"New neighborhoods grow outside a city, and many parents drive into the city for work.",/lab/ss-5.7a-cl-commute.jpg,"Photo of rows of similar houses with driveways and small lawns on a curving street. No people, no text."
SS-5.7A-CL,"City, country, or in between?",venn,jamV,Taxis and buses crowd a downtown street during rush hour.,/lab/ss-5.7a-cl-jamv.jpg,"Photo of taxis and buses packed on a downtown street between tall buildings. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",venn,bridgeV,Cars crawl across a bridge into the center of a big city.,/lab/ss-5.7a-cl-bridgev.jpg,"Photo of a bridge packed with cars leading into a city skyline. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",venn,parkV,Families picnic on the quiet grass of a park in the middle of a city.,/lab/ss-5.7a-cl-parkv.jpg,"Photo of people on a grassy lawn in a city park with tall buildings around the edges. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",venn,mallV,Cars back up for blocks outside a shopping mall in a suburb.,/lab/ss-5.7a-cl-mallv.jpg,"Photo of a long line of cars on a road outside a suburban shopping mall. No readable signs, no text."
SS-5.7A-CL,"City, country, or in between?",venn,ranchV,Cows rest beside a quiet dirt road on a ranch.,/lab/ss-5.7a-cl-ranchv.jpg,"Photo of cows standing beside an empty dirt road on a ranch. No people, no text."
SS-5.7A-CL,"City, country, or in between?",venn,bikeV,Children ride bikes along a quiet street in a suburb.,/lab/ss-5.7a-cl-bikev.jpg,"Photo of an empty suburban street with houses, lawns and two bikes on the sidewalk. Faces not shown, no text."
SS-5.23A-CL,Revolution sources,venn,statueV,"A statue of Paul Revere on horseback, set up in Boston in 1940.",/lab/ss-5.23a-cl-statuev.jpg,"Photo of a bronze statue of a rider on a horse in a city square. No readable plaques, no text."
